time_ms,temperature,heater
2,54.953125,1.0
1104,54.7421875,1.0
1205,54.6953125,1.0
1307,54.6953125,1.0
1408,54.6484375,1.0
1508,54.6953125,1.0
1609,54.6328125,1.0
1710,54.671875,1.0
1811,54.5390625,1.0
1912,54.546875,1.0
2013,54.5234375,1.0
2115,54.5390625,1.0
2215,54.5703125,1.0
2315,54.4296875,1.0
2416,54.453125,1.0
2516,54.4921875,1.0
2616,54.5,1.0
2717,54.4921875,1.0
2817,54.4921875,1.0
2917,54.3828125,1.0
3017,54.40625,1.0
3117,54.4453125,1.0
3217,54.3984375,1.0
3317,54.359375,1.0
3417,54.3203125,1.0
3517,54.3984375,1.0
3617,54.4453125,1.0
3717,54.3828125,1.0
3817,54.40625,1.0
3917,54.421875,1.0
4018,54.421875,1.0
4119,54.34375,1.0
4219,54.4453125,1.0
4320,54.3984375,1.0
4421,54.3671875,1.0
4521,54.3671875,1.0
4621,54.359375,1.0
4722,54.421875,1.0
4822,54.421875,1.0
4922,54.4765625,1.0
5023,54.453125,1.0
5124,54.5,1.0
5225,54.5,1.0
5326,54.5625,1.0
5427,54.5625,1.0
5528,54.4453125,1.0
5628,54.421875,1.0
5728,54.4921875,1.0
5830,54.515625,1.0
5931,54.5703125,1.0
6032,54.5625,1.0
6133,54.6328125,1.0
6233,54.59375,1.0
6333,54.6953125,1.0
6433,54.65625,1.0
6533,54.6328125,1.0
6633,54.6796875,1.0
6733,54.6484375,1.0
6833,54.859375,1.0
6933,54.7734375,1.0
7033,54.7421875,1.0
7133,54.71875,1.0
7234,54.75,1.0
7334,54.71875,1.0
7434,54.8203125,1.0
7535,54.859375,1.0
7635,54.921875,1.0
7735,54.9921875,1.0
7836,54.96875,1.0
7936,55.0859375,1.0
8036,55.1015625,1.0
8137,55.109375,1.0
8238,55.109375,1.0
8339,55.125,1.0
8440,55.1953125,1.0
8540,55.15625,1.0
8640,55.296875,1.0
8740,55.3125,1.0
8840,55.3359375,1.0
8941,55.375,1.0
9041,55.3203125,1.0
9141,55.3203125,1.0
9242,55.421875,1.0
9342,55.453125,1.0
9442,55.453125,1.0
9544,55.46875,1.0
9645,55.5,1.0
9746,55.609375,1.0
9847,55.6796875,1.0
9948,55.6484375,1.0
10048,55.6953125,1.0
10148,55.71875,1.0
10248,55.7734375,1.0
10349,55.84375,1.0
10449,55.8671875,1.0
10549,55.890625,1.0
10650,55.8671875,1.0
10750,55.9921875,1.0
10850,55.9921875,1.0
10951,55.953125,1.0
11051,56.0234375,1.0
11151,55.9921875,1.0
11251,56.1328125,1.0
11351,56.15625,1.0
11451,56.203125,1.0
11551,56.234375,1.0
11651,56.2578125,1.0
11751,56.3515625,1.0
11851,56.4140625,1.0
11951,56.4296875,1.0
12051,56.5078125,1.0
12151,56.5234375,1.0
12251,56.546875,1.0
12351,56.6015625,1.0
12451,56.6171875,1.0
12551,56.59375,1.0
12651,56.6953125,1.0
12751,56.7109375,1.0
12851,56.7109375,1.0
12952,56.7421875,1.0
13052,56.8359375,1.0
13152,56.8984375,1.0
13253,56.9140625,1.0
13353,56.9140625,1.0
13454,57.0078125,1.0
13556,56.96875,1.0
13657,57.0625,1.0
13757,57.0859375,1.0
13858,57.0546875,1.0
13958,57.1484375,1.0
14058,57.203125,1.0
14158,57.171875,1.0
14258,57.296875,1.0
14359,57.421875,1.0
14459,57.3984375,1.0
14559,57.3984375,1.0
14660,57.46875,1.0
14760,57.5703125,1.0
14860,57.546875,1.0
14961,57.65625,1.0
15061,57.609375,1.0
15161,57.6171875,1.0
15261,57.75,1.0
15361,57.75,1.0
15461,57.7734375,1.0
15561,57.84375,1.0
15661,57.90625,1.0
15761,57.8828125,1.0
15861,58.0078125,1.0
15961,57.984375,1.0
16062,57.984375,1.0
16163,58.078125,1.0
16263,58.171875,1.0
16363,58.1484375,1.0
16463,58.234375,1.0
16563,58.171875,1.0
16664,58.234375,1.0
16764,58.375,1.0
16864,58.3984375,1.0
16965,58.375,1.0
17065,58.4609375,1.0
17165,58.5390625,1.0
17266,58.484375,1.0
17366,58.5546875,1.0
17466,58.6484375,1.0
17566,58.6796875,1.0
17666,58.7265625,1.0
17766,58.8125,1.0
17866,58.75,1.0
17966,58.8125,1.0
18066,58.859375,1.0
18166,58.8359375,1.0
18266,58.9296875,1.0
18366,58.96875,1.0
18466,59.0390625,1.0
18566,59.1328125,1.0
18666,59.1328125,1.0
18766,59.15625,1.0
18866,59.1796875,1.0
18967,59.25,1.0
19067,59.3046875,1.0
19167,59.390625,1.0
19268,59.3984375,1.0
19368,59.4921875,1.0
19468,59.421875,1.0
19569,59.5546875,1.0
19669,59.46875,1.0
19769,59.6640625,1.0
19869,59.6171875,1.0
19970,59.6171875,1.0
