time_ms,temperature,heater
2,54.8984375,1.0
1104,54.65625,1.0
1205,54.65625,1.0
1306,54.65625,1.0
1406,54.65625,1.0
1506,54.6171875,1.0
1607,54.6328125,1.0
1707,54.5859375,1.0
1807,54.5703125,1.0
1908,54.6328125,1.0
2008,54.5625,1.0
2109,54.5,1.0
2210,54.4765625,1.0
2311,54.421875,1.0
2411,54.4921875,1.0
2511,54.421875,1.0
2611,54.4296875,1.0
2711,54.4453125,1.0
2811,54.3828125,1.0
2911,54.4453125,1.0
3011,54.5,1.0
3111,54.3984375,1.0
3211,54.3828125,1.0
3312,54.359375,1.0
3412,54.34375,1.0
3512,54.359375,1.0
3613,54.3671875,1.0
3713,54.34375,1.0
3813,54.3046875,1.0
3914,54.3203125,1.0
4014,54.3828125,1.0
4114,54.34375,1.0
4215,54.28125,1.0
4316,54.2578125,1.0
4416,54.3046875,1.0
4516,54.3203125,1.0
4616,54.296875,1.0
4716,54.296875,1.0
4816,54.296875,1.0
4916,54.34375,1.0
5016,54.3828125,1.0
5116,54.421875,1.0
5216,54.4296875,1.0
5317,54.3671875,1.0
5417,54.3984375,1.0
5517,54.3828125,1.0
5618,54.4453125,1.0
5718,54.421875,1.0
5818,54.4765625,1.0
5919,54.421875,1.0
6019,54.4765625,1.0
6119,54.4453125,1.0
6221,54.515625,1.0
6322,54.5,1.0
6423,54.5703125,1.0
6524,54.515625,1.0
6624,54.609375,1.0
6725,54.546875,1.0
6825,54.5703125,1.0
6925,54.6328125,1.0
7026,54.6484375,1.0
7126,54.65625,1.0
7226,54.6796875,1.0
7327,54.7265625,1.0
7427,54.7734375,1.0
7527,54.765625,1.0
7627,54.8828125,1.0
7727,54.8828125,1.0
7827,54.96875,1.0
7927,54.875,1.0
8027,54.9453125,1.0
8127,54.96875,1.0
8227,55.0234375,1.0
8327,54.9765625,1.0
8427,54.9921875,1.0
8527,55.0390625,1.0
8627,55.15625,1.0
8727,55.1796875,1.0
8827,55.2734375,1.0
8927,55.203125,1.0
9027,55.1796875,1.0
9127,55.3125,1.0
9227,55.265625,1.0
9328,55.3359375,1.0
9428,55.375,1.0
9528,55.46875,1.0
9629,55.375,1.0
9729,55.515625,1.0
9829,55.546875,1.0
9930,55.6015625,1.0
10030,55.6328125,1.0
10130,55.5859375,1.0
10231,55.7421875,1.0
10332,55.6484375,1.0
10433,55.6484375,1.0
10533,55.6796875,1.0
10633,55.71875,1.0
10733,55.75,1.0
10833,55.8671875,1.0
10933,55.8671875,1.0
11034,55.9765625,1.0
11134,55.9140625,1.0
11234,56.046875,1.0
11335,56.046875,1.0
11435,56.109375,1.0
11535,56.09375,1.0
11636,56.203125,1.0
11736,56.28125,1.0
11836,56.28125,1.0
