Temperature,Value,Error
1.530000000000000027e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550114942528735718e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.570229885057471186e+00,-1.108161246798217148e-04,0.000000000000000000e+00
1.590344827586206877e+00,1.360107840518022526e-03,0.000000000000000000e+00
1.610459770114942568e+00,3.222970943385826403e-03,0.000000000000000000e+00
1.630574712643678259e+00,3.646680851263475742e-03,0.000000000000000000e+00
1.650689655172413728e+00,2.545859589372499732e-03,0.000000000000000000e+00
1.670804597701149419e+00,1.103352696499490526e-02,0.000000000000000000e+00
1.690919540229885110e+00,5.932486789059818189e-03,0.000000000000000000e+00
1.711034482758620801e+00,5.561421281151501805e-03,0.000000000000000000e+00
1.731149425287356269e+00,-4.172253843385972938e-03,0.000000000000000000e+00
1.751264367816091960e+00,-3.925396004536216288e-03,0.000000000000000000e+00
1.771379310344827651e+00,9.127578616876075301e-03,0.000000000000000000e+00
1.791494252873563120e+00,9.676002025574392817e-03,0.000000000000000000e+00
1.811609195402298811e+00,-5.324029229382409856e-04,0.000000000000000000e+00
1.831724137931034502e+00,1.716711345706066483e-02,0.000000000000000000e+00
1.851839080459769971e+00,4.229286092683096077e-03,0.000000000000000000e+00
1.871954022988505661e+00,2.363322454412994378e-02,0.000000000000000000e+00
1.892068965517241352e+00,8.919702279799879285e-04,0.000000000000000000e+00
1.912183908045977043e+00,-4.477751731954943137e-03,0.000000000000000000e+00
1.932298850574712734e+00,-4.775335365548194488e-03,0.000000000000000000e+00
1.952413793103448203e+00,3.119530195490985425e-02,0.000000000000000000e+00
1.972528735632183894e+00,-5.541973459104454491e-04,0.000000000000000000e+00
1.992643678160919585e+00,-8.997696077923389435e-04,0.000000000000000000e+00
2.012758620689655054e+00,2.783837742021583184e-02,0.000000000000000000e+00
2.032873563218390522e+00,-2.120494043482615276e-02,0.000000000000000000e+00
2.052988505747126435e+00,-7.688182196237292043e-03,0.000000000000000000e+00
2.073103448275861904e+00,-1.163533707221220403e-03,0.000000000000000000e+00
2.093218390804597817e+00,-7.012672319180457414e-04,0.000000000000000000e+00
2.113333333333333286e+00,1.551340774657206101e-02,0.000000000000000000e+00
2.133448275862068755e+00,7.734995698110813667e-03,0.000000000000000000e+00
2.153563218390804668e+00,1.192565476201418173e-02,0.000000000000000000e+00
2.173678160919540137e+00,-4.569736798280488177e-03,0.000000000000000000e+00
2.193793103448275605e+00,-2.816847174251818631e-03,0.000000000000000000e+00
2.213908045977011518e+00,3.039181673812921258e-02,0.000000000000000000e+00
2.234022988505746987e+00,-1.609185865526913117e-02,0.000000000000000000e+00
2.254137931034482456e+00,5.412914759174350388e-02,0.000000000000000000e+00
2.274252873563218369e+00,-6.544415563625782806e-03,0.000000000000000000e+00
2.294367816091953838e+00,6.436977076355043792e-04,0.000000000000000000e+00
2.314482758620689751e+00,2.148558158457969380e-02,0.000000000000000000e+00
2.334597701149425220e+00,-7.170221662891607117e-04,0.000000000000000000e+00
2.354712643678160688e+00,-1.422003824082429535e-02,0.000000000000000000e+00
2.374827586206896157e+00,-1.078006966221375929e-02,0.000000000000000000e+00
2.394942528735632070e+00,2.581716439998976709e-02,0.000000000000000000e+00
2.415057471264367539e+00,-1.795093717367765573e-02,0.000000000000000000e+00
2.435172413793103452e+00,-2.954182898182658445e-02,0.000000000000000000e+00
2.455287356321838921e+00,3.011792091814710637e-02,0.000000000000000000e+00
2.475402298850574390e+00,1.367958243862515966e-02,0.000000000000000000e+00
2.495517241379310303e+00,-4.220210493513423811e-02,0.000000000000000000e+00
2.515632183908045771e+00,-7.480943003282947146e-03,0.000000000000000000e+00
2.535747126436781684e+00,-2.182081852270495448e-02,0.000000000000000000e+00
2.555862068965517153e+00,-4.573229103597309386e-03,0.000000000000000000e+00
2.575977011494252622e+00,1.791849042308440998e-02,0.000000000000000000e+00
2.596091954022988091e+00,3.192969438590431697e-03,0.000000000000000000e+00
2.616206896551724004e+00,1.909627550259279660e-03,0.000000000000000000e+00
2.636321839080459917e+00,-9.575544318834366964e-03,0.000000000000000000e+00
2.656436781609195386e+00,1.264315617468531050e-02,0.000000000000000000e+00
2.676551724137930854e+00,-1.576597022661105352e-02,0.000000000000000000e+00
2.696666666666666323e+00,-1.745526060921029354e-02,0.000000000000000000e+00
