Temperature,Value,Error
2.716781609195401792e+00,-1.099613533634732909e-02,0.000000000000000000e+00
2.736896551724137705e+00,8.790717970827505168e-03,0.000000000000000000e+00
2.757011494252873618e+00,-7.600430492785692493e-04,0.000000000000000000e+00
2.777126436781609087e+00,-2.043937606291423847e-02,0.000000000000000000e+00
2.797241379310344556e+00,-6.972286947794836820e-03,0.000000000000000000e+00
2.817356321839080024e+00,6.255384597312424466e-03,0.000000000000000000e+00
2.837471264367815937e+00,-4.848729612793839516e-03,0.000000000000000000e+00
2.857586206896551406e+00,-6.028926711819260209e-03,0.000000000000000000e+00
2.877701149425287319e+00,1.804351623928543424e-02,0.000000000000000000e+00
2.897816091954022788e+00,-2.700806936929193991e-02,0.000000000000000000e+00
2.917931034482758257e+00,-1.269868489108164078e-02,0.000000000000000000e+00
2.938045977011493726e+00,-3.931704124375851039e-03,0.000000000000000000e+00
2.958160919540229639e+00,-2.914955769778987404e-03,0.000000000000000000e+00
2.978275862068965552e+00,-6.874193378622300843e-03,0.000000000000000000e+00
2.998390804597701020e+00,7.761128877618372890e-03,0.000000000000000000e+00
3.018505747126436489e+00,-1.406493215188642232e-02,0.000000000000000000e+00
3.038620689655171958e+00,3.724366791441696689e-03,0.000000000000000000e+00
3.058735632183907871e+00,4.573633060998699706e-03,0.000000000000000000e+00
3.078850574712643340e+00,-1.955850287244376151e-03,0.000000000000000000e+00
3.098965517241379253e+00,-7.232650211168895060e-03,0.000000000000000000e+00
3.119080459770114722e+00,-1.785324423563332263e-02,0.000000000000000000e+00
3.139195402298850190e+00,4.787712265588633942e-03,0.000000000000000000e+00
3.159310344827585659e+00,1.880813449496587797e-03,0.000000000000000000e+00
3.179425287356321572e+00,-1.213982374893862737e-02,0.000000000000000000e+00
3.199540229885057485e+00,-9.589047747015425061e-03,0.000000000000000000e+00
3.219655172413792954e+00,5.217874859297963464e-03,0.000000000000000000e+00
3.239770114942528423e+00,3.453559344877010773e-04,0.000000000000000000e+00
3.259885057471263892e+00,8.833412705710474988e-04,0.000000000000000000e+00
3.279999999999999805e+00,-1.170575710970830907e-03,0.000000000000000000e+00
