Temperature,Value,Error
2.716781609195401792e+00,7.506127450980337734e-03,0.000000000000000000e+00
2.736896551724137705e+00,-3.696895424836532662e-03,0.000000000000000000e+00
2.757011494252873618e+00,-4.616013071895519460e-03,0.000000000000000000e+00
2.777126436781609087e+00,1.748366013071900316e-02,0.000000000000000000e+00
2.797241379310344556e+00,1.593137254901966227e-02,0.000000000000000000e+00
2.817356321839080024e+00,-1.919934640522868996e-03,0.000000000000000000e+00
2.837471264367815937e+00,1.372549019607843812e-02,0.000000000000000000e+00
2.857586206896551406e+00,-1.546160130718959858e-02,0.000000000000000000e+00
2.877701149425287319e+00,-1.256127450980415450e-03,0.000000000000000000e+00
2.897816091954022788e+00,3.336397058823520334e-02,0.000000000000000000e+00
2.917931034482758257e+00,6.566584967320265864e-03,0.000000000000000000e+00
2.938045977011493726e+00,7.761437908497259563e-04,0.000000000000000000e+00
2.958160919540229639e+00,4.544526143790861283e-03,0.000000000000000000e+00
2.978275862068965552e+00,2.185457516339806006e-03,0.000000000000000000e+00
2.998390804597701020e+00,1.596200980392148416e-02,0.000000000000000000e+00
3.018505747126436489e+00,8.578431372549044642e-03,0.000000000000000000e+00
3.038620689655171958e+00,-5.718954248365992754e-03,0.000000000000000000e+00
3.058735632183907871e+00,-5.484068627450933153e-03,0.000000000000000000e+00
3.078850574712643340e+00,1.956699346405221807e-02,0.000000000000000000e+00
3.098965517241379253e+00,8.486519607843134860e-03,0.000000000000000000e+00
3.119080459770114722e+00,7.240604575163400725e-03,0.000000000000000000e+00
3.139195402298850190e+00,-2.757352941176183236e-04,0.000000000000000000e+00
3.159310344827585659e+00,4.738562091503306650e-03,0.000000000000000000e+00
3.179425287356321572e+00,4.891748366013082272e-03,0.000000000000000000e+00
3.199540229885057485e+00,1.203022875816994741e-02,0.000000000000000000e+00
3.219655172413792954e+00,-1.115196078431368587e-02,0.000000000000000000e+00
3.239770114942528423e+00,-2.032271241830085895e-03,0.000000000000000000e+00
3.259885057471263892e+00,7.046568627450955358e-03,0.000000000000000000e+00
3.279999999999999805e+00,6.954656862745101087e-03,0.000000000000000000e+00
