Temperature,Value,Error
2.716781609195401792e+00,-6.311291332303943236e-01,0.000000000000000000e+00
2.736896551724137705e+00,6.104685010620518604e-01,0.000000000000000000e+00
2.757011494252873618e+00,-4.448964852221255484e-01,0.000000000000000000e+00
2.777126436781609087e+00,-5.177313632519657816e-01,0.000000000000000000e+00
2.797241379310344556e+00,2.871000487294694814e-01,0.000000000000000000e+00
2.817356321839080024e+00,1.103031255512609832e-02,0.000000000000000000e+00
2.837471264367815937e+00,2.917514743941169719e-01,0.000000000000000000e+00
2.857586206896551406e+00,-3.255605125310343517e-01,0.000000000000000000e+00
2.877701149425287319e+00,3.276781367468699635e-01,0.000000000000000000e+00
2.897816091954022788e+00,-5.241110027162676488e-01,0.000000000000000000e+00
2.917931034482758257e+00,-2.165207536318640713e-01,0.000000000000000000e+00
2.938045977011493726e+00,2.894764204812059205e-01,0.000000000000000000e+00
2.958160919540229639e+00,-4.638513218196949062e-01,0.000000000000000000e+00
2.978275862068965552e+00,-2.092667953836202521e-01,0.000000000000000000e+00
2.998390804597701020e+00,7.737490361715515519e-02,0.000000000000000000e+00
3.018505747126436489e+00,3.974856705631646392e-02,0.000000000000000000e+00
3.038620689655171958e+00,3.274906012168701253e-01,0.000000000000000000e+00
3.058735632183907871e+00,1.562823543648943492e-01,0.000000000000000000e+00
3.078850574712643340e+00,-7.033874808888618269e-01,0.000000000000000000e+00
3.098965517241379253e+00,-5.955439749768443036e-02,0.000000000000000000e+00
3.119080459770114722e+00,-9.179086345018072635e-02,0.000000000000000000e+00
3.139195402298850190e+00,-7.510712421847065556e-02,0.000000000000000000e+00
3.159310344827585659e+00,7.376036017951648205e-02,0.000000000000000000e+00
3.179425287356321572e+00,-9.243838929223047174e-02,0.000000000000000000e+00
3.199540229885057485e+00,-2.245685982371052880e-01,0.000000000000000000e+00
3.219655172413792954e+00,3.409622651150554518e-01,0.000000000000000000e+00
3.239770114942528423e+00,-3.020516387165605998e-01,0.000000000000000000e+00
3.259885057471263892e+00,6.671673891028184755e-02,0.000000000000000000e+00
3.279999999999999805e+00,1.658072117377606958e-02,0.000000000000000000e+00
