Temperature,Value,Error
2.716781609195401792e+00,1.693218954248365826e-01,0.000000000000000000e+00
2.736896551724137705e+00,1.613562091503289997e-03,0.000000000000000000e+00
2.757011494252873618e+00,-1.263378267973856162e-01,0.000000000000000000e+00
2.777126436781609087e+00,-6.260212418300652171e-03,0.000000000000000000e+00
2.797241379310344556e+00,6.714665032679738299e-02,0.000000000000000000e+00
2.817356321839080024e+00,9.446486928104573522e-02,0.000000000000000000e+00
2.837471264367815937e+00,-1.429942810457516256e-01,0.000000000000000000e+00
2.857586206896551406e+00,8.910334967320260313e-02,0.000000000000000000e+00
2.877701149425287319e+00,-1.262867647058823484e-01,0.000000000000000000e+00
2.897816091954022788e+00,8.934844771241830241e-02,0.000000000000000000e+00
2.917931034482758257e+00,-5.683210784313725422e-02,0.000000000000000000e+00
2.938045977011493726e+00,-9.248366013071894487e-02,0.000000000000000000e+00
2.958160919540229639e+00,8.578431372548989131e-04,0.000000000000000000e+00
2.978275862068965552e+00,1.075061274509803849e-01,0.000000000000000000e+00
2.998390804597701020e+00,-5.800653594771242906e-03,0.000000000000000000e+00
3.018505747126436489e+00,-9.058415032679741075e-03,0.000000000000000000e+00
3.038620689655171958e+00,-1.915849673202614512e-02,0.000000000000000000e+00
3.058735632183907871e+00,-2.546977124183006161e-02,0.000000000000000000e+00
3.078850574712643340e+00,6.886233660130718082e-02,0.000000000000000000e+00
3.098965517241379253e+00,2.512254901960785103e-02,0.000000000000000000e+00
3.119080459770114722e+00,-3.613153594771241484e-02,0.000000000000000000e+00
3.139195402298850190e+00,-1.533905228758169689e-02,0.000000000000000000e+00
3.159310344827585659e+00,-1.004901960784313625e-02,0.000000000000000000e+00
3.179425287356321572e+00,-6.406249999999999445e-02,0.000000000000000000e+00
3.199540229885057485e+00,-4.084967320261423396e-05,0.000000000000000000e+00
3.219655172413792954e+00,3.918504901960783576e-02,0.000000000000000000e+00
3.239770114942528423e+00,3.255718954248366243e-02,0.000000000000000000e+00
3.259885057471263892e+00,2.330473856209150721e-02,0.000000000000000000e+00
3.279999999999999805e+00,-3.640727124183006091e-02,0.000000000000000000e+00
